Stu ID,pos_x,pos_y,consume_level,have_class_afternoon,choice
189,569,73,86,FALSE,B
190,415,617,84,FALSE,B
191,892,351,77,FALSE,C
192,773,897,51,FALSE,C
193,217,138,75,TRUE,A
194,507,310,88,FALSE,B
195,340,794,63,FALSE,C
196,208,831,90,FALSE,B
197,514,377,74,FALSE,B
198,449,117,72,FALSE,C
199,410,535,91,FALSE,A
200,279,262,62,FALSE,C
201,761,107,96,FALSE,A
202,848,154,86,TRUE,C
203,764,22,87,FALSE,A
204,202,931,85,FALSE,B
205,754,166,89,FALSE,A
206,271,879,79,FALSE,B
207,849,301,94,FALSE,A
208,636,614,55,FALSE,C
209,266,500,82,FALSE,B
210,413,40,88,FALSE,A
211,177,493,56,FALSE,C
212,150,744,69,FALSE,B
213,315,286,100,TRUE,A
214,590,452,88,FALSE,A
215,679,464,88,FALSE,B
216,617,571,90,TRUE,C
217,457,990,77,FALSE,B
218,179,655,100,FALSE,A
219,662,459,91,TRUE,C
220,752,974,91,FALSE,B
221,481,543,89,FALSE,B
222,613,762,79,TRUE,C
223,179,753,91,TRUE,B
224,712,489,38,FALSE,C
225,32,693,75,FALSE,B
226,706,410,47,FALSE,C
227,695,845,86,TRUE,C
228,852,311,100,FALSE,A
229,866,202,80,FALSE,B
230,415,816,82,TRUE,B
231,942,830,80,FALSE,B
232,790,249,99,FALSE,A
233,306,257,82,FALSE,B
234,584,696,100,FALSE,A
235,618,776,71,FALSE,B
236,543,342,66,FALSE,C
237,269,48,67,FALSE,B
238,687,416,83,FALSE,C
239,567,722,79,FALSE,B
240,868,230,66,TRUE,C
241,973,208,82,FALSE,A
242,300,319,74,TRUE,B
243,728,186,93,FALSE,B
244,596,522,87,FALSE,B
245,254,880,78,TRUE,B
246,702,842,89,TRUE,C
247,487,736,45,TRUE,C
248,596,124,100,TRUE,C
249,167,816,99,FALSE,B
250,375,280,82,FALSE,B
251,494,465,78,FALSE,B
252,220,580,74,FALSE,B
253,417,960,57,FALSE,C
254,924,393,55,TRUE,C
255,294,921,82,FALSE,B
256,429,387,58,FALSE,C
257,665,800,100,TRUE,C
258,877,94,95,TRUE,C
259,368,78,77,FALSE,B
260,506,163,100,FALSE,A
261,143,320,78,FALSE,B
262,781,582,82,FALSE,B
263,572,893,59,FALSE,C
264,946,567,55,FALSE,C
265,633,173,82,FALSE,A
266,859,557,100,TRUE,C
267,232,887,73,FALSE,B
268,242,421,50,TRUE,B
269,965,776,77,FALSE,B
270,219,12,69,TRUE,A
271,629,368,92,TRUE,C
272,217,822,72,TRUE,B
273,636,997,100,FALSE,A
274,152,607,72,FALSE,B
275,397,885,71,FALSE,B
276,691,598,73,FALSE,B
277,721,691,91,FALSE,B
278,390,446,59,TRUE,C
279,623,365,100,FALSE,A
280,39,793,93,FALSE,B
281,186,262,55,FALSE,C
282,561,605,82,FALSE,B
283,230,249,81,FALSE,B
284,890,643,49,TRUE,C
285,875,755,66,FALSE,C
286,263,289,67,FALSE,B
287,0,231,100,FALSE,A
288,137,757,96,FALSE,A
289,482,445,85,FALSE,A
290,780,152,57,FALSE,C
291,488,958,84,FALSE,B
292,138,644,74,FALSE,B
293,893,25,90,FALSE,C
294,349,246,81,FALSE,B
295,343,872,95,FALSE,A
296,729,19,100,TRUE,C
297,598,989,91,FALSE,B
298,667,669,96,FALSE,B
299,796,803,76,TRUE,C
300,3,342,76,FALSE,B
301,724,821,98,FALSE,A
302,733,33,54,FALSE,C
303,212,338,52,FALSE,C
304,787,840,72,FALSE,B
305,478,121,80,FALSE,B
306,956,376,70,FALSE,C
307,624,592,50,FALSE,C
308,746,946,78,TRUE,C
309,655,800,65,FALSE,C
310,535,100,91,TRUE,A
311,246,719,83,FALSE,B
312,158,68,61,FALSE,C
313,334,216,100,TRUE,A
314,288,820,84,TRUE,B
315,483,951,100,FALSE,A
316,509,539,100,FALSE,A
317,288,427,94,TRUE,A
318,334,640,63,FALSE,B
319,462,971,97,FALSE,A
320,474,571,76,FALSE,B
321,407,441,63,FALSE,B
322,545,73,80,TRUE,C
323,165,151,57,FALSE,B
324,175,282,100,FALSE,A
325,910,528,75,FALSE,C
326,836,310,74,FALSE,B
327,991,36,87,TRUE,C
328,641,393,89,FALSE,A
329,968,648,100,TRUE,C
330,56,792,76,FALSE,B
331,667,294,56,TRUE,C
332,466,150,80,TRUE,C
333,510,641,100,FALSE,A
334,610,26,92,TRUE,A
335,578,60,100,FALSE,A
336,751,345,74,FALSE,B
337,576,757,66,FALSE,B
338,33,987,84,TRUE,B
339,836,651,56,FALSE,C
340,426,140,53,FALSE,C
341,950,215,63,TRUE,C
342,527,124,99,TRUE,A
343,268,450,100,FALSE,A
344,702,398,78,TRUE,C
345,163,749,69,FALSE,B
346,744,777,91,FALSE,B
347,915,199,58,FALSE,C
348,524,410,76,FALSE,B
349,36,619,70,FALSE,B
350,907,480,100,TRUE,C
351,736,277,85,FALSE,A
352,107,685,40,TRUE,B
353,287,220,92,FALSE,A
354,85,971,100,TRUE,B
355,991,693,100,FALSE,A
356,162,417,64,FALSE,B
357,709,767,78,FALSE,B
358,688,774,74,FALSE,B
359,510,722,74,FALSE,B
360,375,178,97,TRUE,A
361,529,95,60,FALSE,C
362,706,785,77,FALSE,C
363,93,474,88,TRUE,B
364,225,31,71,TRUE,A
365,371,17,69,TRUE,A
366,413,579,92,FALSE,A
367,848,253,64,FALSE,C
368,166,147,49,FALSE,C
369,191,307,39,FALSE,C
370,537,878,68,TRUE,B
371,423,317,74,TRUE,C
372,236,977,100,FALSE,A
373,509,188,65,FALSE,C
374,187,276,82,TRUE,B
375,333,440,68,FALSE,B
376,695,348,56,TRUE,C
377,836,87,60,TRUE,C
378,779,833,95,FALSE,A
379,506,610,65,FALSE,C
380,191,649,60,FALSE,B
381,759,896,98,TRUE,C
382,301,477,78,TRUE,B
383,274,965,81,FALSE,B
384,464,433,74,TRUE,C
385,258,780,69,FALSE,B
386,821,616,64,TRUE,C
387,290,254,55,FALSE,C
388,79,948,86,FALSE,B
389,579,847,85,FALSE,B
390,315,636,92,TRUE,B
391,200,545,60,FALSE,C
392,526,436,89,TRUE,C
393,82,700,100,FALSE,A
394,15,313,62,FALSE,C
395,405,383,57,FALSE,B
396,211,570,100,FALSE,A
397,31,773,83,TRUE,B
398,167,175,73,FALSE,B
399,316,643,100,FALSE,A
400,21,163,45,TRUE,A
401,239,771,99,TRUE,B
402,209,352,94,TRUE,A
403,801,882,97,TRUE,C
404,18,556,100,FALSE,A
405,513,29,54,FALSE,C
406,368,141,56,FALSE,C
407,104,879,100,FALSE,B
408,300,11,74,FALSE,B
409,393,946,74,FALSE,B
410,330,114,87,FALSE,A
411,275,605,100,FALSE,A
412,258,683,72,FALSE,B
413,76,890,92,TRUE,B
414,231,402,100,TRUE,A
415,700,702,90,FALSE,B
416,930,394,100,TRUE,C
417,910,336,99,FALSE,A
418,938,753,76,FALSE,B
419,241,870,93,FALSE,A
420,907,54,80,FALSE,B
421,793,442,100,FALSE,A
422,754,928,73,FALSE,B
423,32,654,100,TRUE,B
424,987,500,100,TRUE,C
425,161,884,72,FALSE,B
426,991,752,100,FALSE,B
427,558,178,84,FALSE,A
428,72,510,98,FALSE,A
429,980,577,89,TRUE,C
430,868,943,100,TRUE,C
431,262,525,70,FALSE,B
432,702,839,67,FALSE,C
433,700,263,83,TRUE,C
434,564,362,88,FALSE,B
435,635,611,98,TRUE,C
436,35,46,100,FALSE,A
437,648,955,88,TRUE,C
438,641,565,100,FALSE,A
439,851,463,65,FALSE,C
440,36,223,84,FALSE,A
441,806,658,100,TRUE,C
442,225,239,78,FALSE,B
443,569,101,100,FALSE,A
444,57,443,67,TRUE,B
445,141,422,100,FALSE,A
446,188,589,61,FALSE,B
447,666,185,100,FALSE,A
448,357,77,93,FALSE,A
449,607,40,73,FALSE,C
450,164,585,70,FALSE,B
451,75,124,84,FALSE,A
452,101,732,100,FALSE,A
453,167,498,100,TRUE,B
454,295,923,82,FALSE,B
455,842,545,76,TRUE,C
456,856,244,77,FALSE,C
457,753,670,100,TRUE,C
458,49,913,98,FALSE,A
459,482,966,71,FALSE,B
460,359,996,95,FALSE,A
461,315,132,92,FALSE,A
462,224,199,100,TRUE,A
463,128,241,80,FALSE,A
464,303,832,78,FALSE,B
465,763,81,79,TRUE,C
466,193,419,100,FALSE,A
467,634,306,97,TRUE,C
468,126,298,65,FALSE,C
469,916,665,95,FALSE,A
470,565,707,89,FALSE,B
471,575,519,55,FALSE,C
472,578,385,99,FALSE,A
473,786,174,68,FALSE,C
474,364,4,57,FALSE,C
475,693,285,74,FALSE,B
476,204,253,78,TRUE,A
477,638,788,77,FALSE,C
478,844,490,86,FALSE,C
479,988,772,43,FALSE,C
480,742,842,59,FALSE,C
481,909,176,77,FALSE,B
482,342,604,74,FALSE,B
483,911,475,97,TRUE,C
484,126,774,100,FALSE,B
485,745,144,43,FALSE,C
486,551,122,100,FALSE,A
487,61,754,100,TRUE,B
488,425,513,78,TRUE,C
489,505,592,100,FALSE,A
490,191,270,100,FALSE,A
491,441,215,89,TRUE,A
492,298,722,56,TRUE,B
493,765,378,61,TRUE,C
494,204,429,83,FALSE,B
495,159,241,75,FALSE,B
496,726,483,79,FALSE,C
497,276,341,72,TRUE,B
498,883,796,90,FALSE,A
499,665,101,56,FALSE,C
500,396,358,82,FALSE,B
501,951,472,67,FALSE,B
502,125,476,100,TRUE,B
503,387,816,94,FALSE,B
504,598,763,59,FALSE,B
505,201,185,41,TRUE,A
506,944,568,78,FALSE,B
507,561,193,75,FALSE,B
508,726,442,86,FALSE,B
509,423,981,88,TRUE,B
510,900,46,33,FALSE,C
511,985,881,100,FALSE,A
512,480,91,62,TRUE,C
513,741,86,55,TRUE,C
514,737,769,60,TRUE,C
515,843,221,100,TRUE,C
516,91,242,44,TRUE,A
517,126,817,91,FALSE,B
518,171,445,91,FALSE,A
519,381,586,84,TRUE,B
520,554,716,87,TRUE,C
521,920,11,64,FALSE,C
522,515,449,72,FALSE,B
523,890,908,100,TRUE,C
524,264,56,72,FALSE,A
525,361,183,93,TRUE,A
526,42,561,72,FALSE,B
527,581,434,61,FALSE,C
528,605,740,76,FALSE,B
529,830,2,82,FALSE,A
530,621,341,79,FALSE,B
531,877,750,72,TRUE,C
532,381,755,66,TRUE,B
533,900,77,54,FALSE,C
534,613,192,87,FALSE,A
535,860,572,64,FALSE,C
536,649,802,95,FALSE,A
537,59,232,80,FALSE,A
538,712,773,75,FALSE,B
539,8,685,100,FALSE,A
540,64,900,100,FALSE,B
541,864,393,99,TRUE,C
542,413,715,81,FALSE,B
543,275,672,65,FALSE,B
544,717,390,63,FALSE,C
545,609,53,91,TRUE,C
546,789,747,81,FALSE,B
547,706,335,58,FALSE,C
548,426,338,93,FALSE,A
549,190,795,81,FALSE,B
550,203,800,78,FALSE,B
551,923,900,87,FALSE,C
552,410,602,99,TRUE,B
553,848,596,64,TRUE,C
554,9,223,79,FALSE,B
555,65,415,73,TRUE,B
556,281,695,100,FALSE,A
557,513,157,65,FALSE,C
558,738,901,86,FALSE,A
559,601,833,90,FALSE,A
560,252,544,87,FALSE,A
561,885,469,100,FALSE,A
562,731,844,74,FALSE,C
563,851,972,64,FALSE,C
564,936,188,85,FALSE,C
565,289,275,80,TRUE,A
566,585,954,86,FALSE,B
567,541,587,100,FALSE,A
568,86,937,90,FALSE,B
569,0,413,66,TRUE,B
570,198,281,48,TRUE,C
571,29,165,61,FALSE,C
572,860,268,81,TRUE,C
573,477,970,37,FALSE,C
574,294,247,54,FALSE,C
575,42,923,69,TRUE,B
576,226,853,75,FALSE,B
577,316,597,100,TRUE,B
578,264,257,91,FALSE,A
579,538,596,56,TRUE,C
580,533,643,100,TRUE,C
581,528,228,100,FALSE,A
582,574,983,92,FALSE,B
583,479,416,83,FALSE,B
584,364,980,100,FALSE,A
585,632,779,66,TRUE,C
586,741,28,100,FALSE,A
587,15,523,73,FALSE,B
588,508,977,73,FALSE,B
589,406,83,85,FALSE,A
590,372,905,73,FALSE,B
591,246,592,85,FALSE,B
592,95,141,49,FALSE,C
593,731,731,68,TRUE,C
594,473,749,53,TRUE,C
595,849,323,60,TRUE,C
596,409,816,90,FALSE,A
597,568,281,67,TRUE,C
598,143,121,100,FALSE,A
599,200,180,58,FALSE,B
600,421,237,77,FALSE,B
601,781,802,96,FALSE,B
602,214,496,42,FALSE,C
603,250,110,46,FALSE,C
604,543,108,94,TRUE,A
605,583,208,44,TRUE,C
606,751,15,49,FALSE,C
607,32,402,48,FALSE,B
608,138,56,81,FALSE,A
609,386,575,62,FALSE,B
610,947,453,91,TRUE,C
611,452,187,38,FALSE,C
612,218,194,49,FALSE,C
613,692,443,42,FALSE,C
614,268,248,85,FALSE,A
615,618,840,87,TRUE,C
616,103,387,80,FALSE,B
617,565,45,81,TRUE,C
618,841,238,49,FALSE,C
619,652,899,30,FALSE,C
620,634,155,92,FALSE,A
621,708,805,72,FALSE,B
622,333,937,86,FALSE,B
623,993,486,100,FALSE,A
624,867,673,47,TRUE,C
625,959,853,100,TRUE,C
626,425,624,74,FALSE,B
627,335,158,90,FALSE,A
628,630,128,62,FALSE,C
629,783,611,47,FALSE,C
630,287,986,99,FALSE,B
631,732,892,76,FALSE,B
632,891,334,84,TRUE,C
633,183,753,83,TRUE,B
634,516,86,52,FALSE,C
635,6,885,83,FALSE,B
636,542,574,44,FALSE,C
637,450,403,97,TRUE,C
638,987,337,68,FALSE,C
639,847,429,53,FALSE,C
640,853,540,100,FALSE,A
641,315,533,66,FALSE,B
642,385,13,95,FALSE,A
643,838,855,74,FALSE,B
644,524,525,72,FALSE,B
645,799,311,100,FALSE,A
646,254,19,86,FALSE,A
647,330,89,76,FALSE,C
648,374,274,100,FALSE,A
649,138,679,46,TRUE,B
650,826,450,14,TRUE,C
651,502,147,100,FALSE,A
652,234,730,67,FALSE,B
653,496,173,61,TRUE,C
654,849,630,78,FALSE,C
655,992,148,75,TRUE,C
656,701,70,99,FALSE,A
657,649,438,68,FALSE,C
658,701,706,68,FALSE,C
659,982,304,62,FALSE,C
660,985,523,36,FALSE,C
661,766,870,71,TRUE,C
662,19,902,73,TRUE,B
663,636,344,81,FALSE,C
664,966,939,66,TRUE,C
665,471,58,74,TRUE,C
666,428,815,100,TRUE,B
667,738,622,88,FALSE,B
668,909,943,84,TRUE,C
669,697,144,94,FALSE,A
670,518,407,91,TRUE,C
671,135,127,97,FALSE,A
672,268,259,67,TRUE,A
673,808,956,41,TRUE,C
674,705,160,97,FALSE,A
675,971,156,90,FALSE,A
676,17,831,89,FALSE,B
677,319,845,79,TRUE,B
678,205,826,55,FALSE,B
679,782,466,99,FALSE,B
680,981,799,83,FALSE,B
681,978,108,100,FALSE,A
682,723,779,65,TRUE,C
683,368,655,100,FALSE,A
684,445,194,79,FALSE,B
685,318,627,86,FALSE,B
686,647,161,100,FALSE,A
687,114,120,67,TRUE,A
688,667,515,96,FALSE,A
689,438,904,100,FALSE,A
690,174,778,69,FALSE,B
691,924,895,78,FALSE,B
692,717,380,100,FALSE,A
693,465,561,77,FALSE,B
694,144,998,51,FALSE,C
695,765,109,70,FALSE,C
696,766,843,72,FALSE,B
697,378,772,39,FALSE,C
698,867,12,87,FALSE,A
699,595,605,47,FALSE,C
700,731,133,57,FALSE,C
701,24,809,100,TRUE,B
702,711,540,90,FALSE,C
703,502,992,97,FALSE,A
704,769,359,77,FALSE,B
705,25,260,89,FALSE,A
706,25,777,70,FALSE,B
707,636,686,53,FALSE,C
708,45,659,64,FALSE,B
709,747,748,79,FALSE,C
710,281,996,62,FALSE,B
711,312,676,55,FALSE,C
712,240,559,72,FALSE,B
713,990,859,74,FALSE,C
714,748,596,100,TRUE,C
715,70,48,100,TRUE,A
716,294,485,100,FALSE,A
717,650,457,80,TRUE,C
718,980,781,84,FALSE,B
719,282,326,87,FALSE,A
720,51,195,100,TRUE,A
721,1,489,88,TRUE,B
722,246,300,73,TRUE,B
723,69,724,85,FALSE,B
724,605,309,83,FALSE,B
725,485,312,90,FALSE,A
726,257,937,82,FALSE,B
727,556,562,90,TRUE,C
728,343,212,100,TRUE,A
729,170,895,72,FALSE,B
730,245,803,61,TRUE,B
731,211,438,73,FALSE,B
732,554,111,73,TRUE,C
733,512,404,82,FALSE,B
734,64,330,74,FALSE,B
735,203,890,87,FALSE,B
736,422,298,84,TRUE,C
737,547,751,97,FALSE,A
738,286,207,58,FALSE,A
739,785,129,71,FALSE,C
740,422,662,51,FALSE,C
741,330,684,35,FALSE,C
742,260,402,45,TRUE,C
743,673,734,70,FALSE,C
744,356,974,78,FALSE,B
745,21,68,85,FALSE,A
746,101,309,40,TRUE,A
747,3,773,76,TRUE,B
748,912,758,74,TRUE,C
749,126,160,91,FALSE,A
750,293,864,100,TRUE,B
751,54,339,81,FALSE,A
752,994,505,94,TRUE,C
753,402,607,100,FALSE,B
754,539,631,82,FALSE,B
755,626,588,100,FALSE,A
756,821,695,61,TRUE,C
757,80,9,62,FALSE,C
758,169,88,100,FALSE,A
759,23,934,86,TRUE,B
760,276,169,36,FALSE,C
761,323,657,59,FALSE,C
762,546,234,70,FALSE,C
763,643,243,100,FALSE,A
764,433,194,85,FALSE,A
765,29,570,68,TRUE,B
766,332,205,85,FALSE,B
767,760,919,64,FALSE,C
768,764,608,91,FALSE,A
769,112,285,79,FALSE,B
770,250,131,87,FALSE,B
771,240,270,65,FALSE,B
772,840,577,41,TRUE,C
773,908,333,43,FALSE,C
774,306,0,78,FALSE,B
775,882,933,89,TRUE,C
776,917,715,88,TRUE,C
777,883,274,91,FALSE,A
778,849,879,77,FALSE,B
779,364,838,91,FALSE,B
780,855,265,100,TRUE,C
781,267,513,58,FALSE,B
782,914,599,79,FALSE,C
783,192,355,81,TRUE,A
784,152,157,65,FALSE,B
785,750,28,79,TRUE,C
786,324,861,95,FALSE,A
787,711,816,100,FALSE,A
788,106,672,100,FALSE,A
789,129,664,69,FALSE,B
790,309,671,89,FALSE,B
791,715,890,92,FALSE,B
792,357,344,96,FALSE,A
793,127,483,50,FALSE,C
794,341,205,100,FALSE,A
795,361,481,100,TRUE,B
796,895,764,71,TRUE,C
797,585,602,100,FALSE,A
798,289,892,97,FALSE,B
799,346,476,91,FALSE,A
800,910,409,64,FALSE,C
801,706,70,95,TRUE,C
802,274,445,88,TRUE,B
803,55,385,84,FALSE,B
804,561,348,61,FALSE,C
805,266,906,70,TRUE,B
806,472,70,75,FALSE,B
807,688,947,55,FALSE,C
808,734,49,75,FALSE,C
809,346,242,83,FALSE,C
810,655,782,100,TRUE,C
811,676,872,67,FALSE,B
812,983,867,78,FALSE,B
813,9,9,74,TRUE,A
814,254,975,60,FALSE,B
815,623,691,100,TRUE,C
816,329,770,100,FALSE,A
817,765,130,77,FALSE,B
818,689,596,67,TRUE,C
819,964,763,74,FALSE,B
820,772,758,100,FALSE,A
821,880,63,79,TRUE,C
822,121,118,79,TRUE,A
823,692,939,64,FALSE,C
824,337,869,88,TRUE,B
825,426,24,48,TRUE,A
826,215,286,57,TRUE,A
827,639,32,79,FALSE,C
828,333,558,81,TRUE,B
829,843,712,100,FALSE,A
830,712,426,90,TRUE,C
831,778,33,79,FALSE,C
832,411,162,55,FALSE,C
833,954,552,89,FALSE,B
834,860,678,38,TRUE,C
835,611,48,57,TRUE,C
836,570,795,66,FALSE,B
837,247,546,63,FALSE,B
838,505,582,100,TRUE,C
839,545,990,89,TRUE,C
840,499,571,84,FALSE,B
841,46,517,40,FALSE,C
842,213,305,91,TRUE,A
843,196,359,100,FALSE,A
844,116,234,56,TRUE,A
845,256,675,81,FALSE,B
846,945,726,81,FALSE,B
847,330,824,70,TRUE,B
848,232,835,100,TRUE,B
849,918,930,52,FALSE,C
850,751,442,77,TRUE,C
851,443,157,53,TRUE,C
852,916,266,61,FALSE,C
853,450,553,37,FALSE,C
854,130,833,61,FALSE,B
855,335,855,86,FALSE,B
856,537,170,76,TRUE,C
857,481,332,83,FALSE,C
858,955,172,49,FALSE,C
859,635,511,100,TRUE,C
860,67,855,80,FALSE,B
861,727,749,83,TRUE,C
862,462,321,65,FALSE,C
863,759,722,89,FALSE,B
864,739,622,49,TRUE,C
865,821,372,67,FALSE,C
866,514,836,95,FALSE,B
867,490,691,81,TRUE,B
868,611,751,100,FALSE,A
869,914,280,77,TRUE,C
870,806,491,93,FALSE,C
871,155,865,70,TRUE,B
872,540,911,76,FALSE,B
873,39,873,65,TRUE,B
874,507,795,88,TRUE,B
875,544,413,72,FALSE,B
876,847,824,62,FALSE,C
877,428,200,94,FALSE,A
878,864,184,92,FALSE,A
879,680,4,92,TRUE,A
880,95,262,65,TRUE,A
881,101,949,78,TRUE,B
882,281,711,65,FALSE,B
883,579,946,71,FALSE,B
884,664,578,88,TRUE,C
885,671,949,54,FALSE,C
886,217,414,58,FALSE,C
887,127,930,100,TRUE,B
888,574,465,100,FALSE,A
889,613,306,79,FALSE,A
890,446,331,95,FALSE,A
891,871,755,77,FALSE,B
892,91,690,72,FALSE,B
893,917,474,58,TRUE,C
894,477,521,52,FALSE,C
895,936,258,100,FALSE,A
896,222,275,41,FALSE,C
897,778,402,88,TRUE,C
898,426,524,100,FALSE,A
899,785,536,100,FALSE,A
900,441,374,94,FALSE,A
901,934,477,52,FALSE,C
902,861,777,85,FALSE,B
903,389,492,100,FALSE,A
904,775,694,100,TRUE,C
905,667,220,61,TRUE,C
906,424,915,81,FALSE,B
907,771,169,47,FALSE,C
908,558,741,71,FALSE,B
909,785,93,84,FALSE,A
910,421,948,86,FALSE,B
911,335,168,58,FALSE,C
912,884,961,99,FALSE,A
913,643,437,73,FALSE,C
914,206,394,87,FALSE,A
915,109,685,85,FALSE,B
916,587,872,100,FALSE,B
917,241,462,100,FALSE,A
918,92,809,80,FALSE,B
919,605,644,46,FALSE,C
920,532,169,77,FALSE,B
921,839,639,80,FALSE,C
922,36,78,81,TRUE,A
923,384,423,100,FALSE,A
924,554,398,99,TRUE,C
925,625,371,100,TRUE,C
926,616,22,100,FALSE,A
927,946,959,42,FALSE,C
928,757,816,62,FALSE,C
